Run,Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center.Name,common_name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,ENA.FIRST.PUBLIC..run.,ena_first_public,ENA.LAST.UPDATE..run.,ena_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_.country_and.or_sea.,geo_loc_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library.Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample.Name,sample_name,Scientific_Name,SRA.Study,Submitter_Id,latitude,longitude
ERR3950826,RAD-Seq,96,131779296,PRJEB36904,SAMEA6586617,81824810,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958631,SAMEA6586617,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:29:00Z,1,SAMEA6586617,EX0513,Epinephelus striatus,ERP120163,EX0513,24.013479,-76.246584
ERR3950827,RAD-Seq,96,134428320,PRJEB36904,SAMEA6586618,83071467,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958632,SAMEA6586618,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:09:00Z,1,SAMEA6586618,EX0518,Epinephelus striatus,ERP120163,EX0518,24.013479,-76.246584
ERR3950828,RAD-Seq,96,151050528,PRJEB36904,SAMEA6586619,93166125,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958633,SAMEA6586619,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:09:00Z,1,SAMEA6586619,EX0525,Epinephelus striatus,ERP120163,EX0525,24.013479,-76.246584
ERR3950829,RAD-Seq,96,106212576,PRJEB36904,SAMEA6586620,65937256,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958634,SAMEA6586620,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:10:00Z,1,SAMEA6586620,EX0526,Epinephelus striatus,ERP120163,EX0526,24.013479,-76.246584
ERR3950830,RAD-Seq,96,167893920,PRJEB36904,SAMEA6586621,105854832,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958635,SAMEA6586621,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:29:00Z,1,SAMEA6586621,EX0547,Epinephelus striatus,ERP120163,EX0547,24.013479,-76.246584
ERR3950831,RAD-Seq,96,140669856,PRJEB36904,SAMEA6586622,87531295,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958636,SAMEA6586622,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:29:00Z,1,SAMEA6586622,EX0548,Epinephelus striatus,ERP120163,EX0548,24.013479,-76.246584
ERR3950832,RAD-Seq,96,116140416,PRJEB36904,SAMEA6586623,71760821,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958637,SAMEA6586623,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:09:00Z,1,SAMEA6586623,EX112,Epinephelus striatus,ERP120163,EX112,24.013479,-76.246584
ERR3950833,RAD-Seq,96,132226464,PRJEB36904,SAMEA6586624,80966145,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958638,SAMEA6586624,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:29:00Z,1,SAMEA6586624,EX116,Epinephelus striatus,ERP120163,EX116,24.013479,-76.246584
ERR3950834,RAD-Seq,96,107868864,PRJEB36904,SAMEA6586625,66998352,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958639,SAMEA6586625,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:10:00Z,1,SAMEA6586625,EX187,Epinephelus striatus,ERP120163,EX187,24.013479,-76.246584
ERR3950835,RAD-Seq,96,221931648,PRJEB36904,SAMEA6586626,136472967,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958640,SAMEA6586626,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:30:00Z,1,SAMEA6586626,EXJV1,Epinephelus striatus,ERP120163,EXJV1,24.013479,-76.246584
ERR3950836,RAD-Seq,96,152476416,PRJEB36904,SAMEA6586627,94937699,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958641,SAMEA6586627,Bahamas,North America,Bahamas,Great Inagua,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:30:00Z,1,SAMEA6586627,GI12,Epinephelus striatus,ERP120163,GI12,21.12545,-73.667139
ERR3950837,RAD-Seq,96,91964256,PRJEB36904,SAMEA6586628,56844225,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958642,SAMEA6586628,Bahamas,North America,Bahamas,Great Inagua,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:30:00Z,1,SAMEA6586628,GI16,Epinephelus striatus,ERP120163,GI16,21.12545,-73.667139
ERR3950838,RAD-Seq,96,69515616,PRJEB36904,SAMEA6586629,43036078,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958643,SAMEA6586629,Bahamas,North America,Bahamas,Great Inagua,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:30:00Z,1,SAMEA6586629,GI19,Epinephelus striatus,ERP120163,GI19,21.12545,-73.667139
ERR3950839,RAD-Seq,96,58685184,PRJEB36904,SAMEA6586630,33700419,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958644,SAMEA6586630,Bahamas,North America,Bahamas,Great Inagua,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2022-07-15T19:59:00Z,2,SAMEA6586630,GI24,Epinephelus striatus,ERP120163,GI24,21.12545,-73.667139
ERR3950840,RAD-Seq,96,84989472,PRJEB36904,SAMEA6586631,52950653,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958645,SAMEA6586631,Bahamas,North America,Bahamas,Great Inagua,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T18:37:00Z,1,SAMEA6586631,GI33,Epinephelus striatus,ERP120163,GI33,21.12545,-73.667139
ERR3950841,RAD-Seq,96,90627744,PRJEB36904,SAMEA6586632,52111731,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958646,SAMEA6586632,Bahamas,North America,Bahamas,Great Inagua,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586632,GI8,Epinephelus striatus,ERP120163,GI8,21.12545,-73.667139
ERR3950842,RAD-Seq,96,89071200,PRJEB36904,SAMEA6586633,51214172,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958647,SAMEA6586633,Bahamas,North America,Bahamas,Hail Mary,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:02:00Z,1,SAMEA6586633,LI102,Epinephelus striatus,ERP120163,LI102,23.581889,-75.353563
ERR3950843,RAD-Seq,96,91684800,PRJEB36904,SAMEA6586634,52504765,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958648,SAMEA6586634,Bahamas,North America,Bahamas,Hail Mary,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586634,LI118,Epinephelus striatus,ERP120163,LI118,23.581889,-75.353563
ERR3950844,RAD-Seq,96,82533504,PRJEB36904,SAMEA6586635,47594214,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958649,SAMEA6586635,Bahamas,North America,Bahamas,Hail Mary,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:02:00Z,1,SAMEA6586635,LI201,Epinephelus striatus,ERP120163,LI201,23.581889,-75.353563
