Run,Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center.Name,common_name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,ENA.FIRST.PUBLIC..run.,ena_first_public,ENA.LAST.UPDATE..run.,ena_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_.country_and.or_sea.,geo_loc_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library.Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample.Name,sample_name,Scientific_Name,SRA.Study,Submitter_Id,latitude,longitude
ERR3950789,RAD-Seq,96,87123648,PRJEB36904,SAMEA6586580,53792051,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958594,SAMEA6586580,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:27:00Z,1,SAMEA6586580,AB13,Epinephelus striatus,ERP120163,AB13,26.29674,-77.534347
ERR3950790,RAD-Seq,96,53343840,PRJEB36904,SAMEA6586581,32992015,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958595,SAMEA6586581,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:27:00Z,1,SAMEA6586581,AB19,Epinephelus striatus,ERP120163,AB19,26.29674,-77.534347
ERR3950791,RAD-Seq,96,74881824,PRJEB36904,SAMEA6586582,46189316,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958596,SAMEA6586582,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:27:00Z,1,SAMEA6586582,AB28,Epinephelus striatus,ERP120163,AB28,26.29674,-77.534347
ERR3950792,RAD-Seq,96,75736608,PRJEB36904,SAMEA6586583,46863323,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958597,SAMEA6586583,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:27:00Z,1,SAMEA6586583,AB34,Epinephelus striatus,ERP120163,AB34,26.29674,-77.534347
ERR3950793,RAD-Seq,96,96621312,PRJEB36904,SAMEA6586584,59526721,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958598,SAMEA6586584,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:27:00Z,1,SAMEA6586584,AB38,Epinephelus striatus,ERP120163,AB38,26.29674,-77.534347
ERR3950794,RAD-Seq,96,51372096,PRJEB36904,SAMEA6586585,31831466,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958599,SAMEA6586585,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:07:00Z,1,SAMEA6586585,AB3,Epinephelus striatus,ERP120163,AB3,26.29674,-77.534347
ERR3950795,RAD-Seq,96,124374240,PRJEB36904,SAMEA6586586,76742996,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958600,SAMEA6586586,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586586,AB42,Epinephelus striatus,ERP120163,AB42,26.29674,-77.534347
ERR3950796,RAD-Seq,96,101168352,PRJEB36904,SAMEA6586587,57829905,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958601,SAMEA6586587,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586587,AB46,Epinephelus striatus,ERP120163,AB46,26.29674,-77.534347
ERR3950797,RAD-Seq,96,59971200,PRJEB36904,SAMEA6586588,34183970,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958602,SAMEA6586588,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586588,AB5,Epinephelus striatus,ERP120163,AB5,26.29674,-77.534347
ERR3950798,RAD-Seq,96,75638112,PRJEB36904,SAMEA6586589,43187915,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958603,SAMEA6586589,Bahamas,North America,Bahamas,Abaco,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586589,AB8,Epinephelus striatus,ERP120163,AB8,26.29674,-77.534347
ERR3950799,RAD-Seq,96,88716000,PRJEB36904,SAMEA6586590,50687859,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958604,SAMEA6586590,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586590,AN013,Epinephelus striatus,ERP120163,AN013,24.52885,-77.701774
ERR3950800,RAD-Seq,96,19420032,PRJEB36904,SAMEA6586591,11169575,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958605,SAMEA6586591,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586591,AN026,Epinephelus striatus,ERP120163,AN026,24.52885,-77.701774
ERR3950801,RAD-Seq,96,106223232,PRJEB36904,SAMEA6586592,61026530,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958606,SAMEA6586592,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586592,AN075,Epinephelus striatus,ERP120163,AN075,24.52885,-77.701774
ERR3950802,RAD-Seq,96,103861248,PRJEB36904,SAMEA6586593,59614863,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958607,SAMEA6586593,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586593,AN098,Epinephelus striatus,ERP120163,AN098,24.52885,-77.701774
ERR3950803,RAD-Seq,96,103899360,PRJEB36904,SAMEA6586594,59806362,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958608,SAMEA6586594,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:02:00Z,1,SAMEA6586594,AN151,Epinephelus striatus,ERP120163,AN151,24.52885,-77.701774
ERR3950804,RAD-Seq,96,62058240,PRJEB36904,SAMEA6586595,36544249,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958609,SAMEA6586595,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:02:00Z,1,SAMEA6586595,AN153,Epinephelus striatus,ERP120163,AN153,24.52885,-77.701774
ERR3950805,RAD-Seq,96,102308736,PRJEB36904,SAMEA6586596,58830773,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958610,SAMEA6586596,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:02:00Z,1,SAMEA6586596,AN161,Epinephelus striatus,ERP120163,AN161,24.52885,-77.701774
ERR3950806,RAD-Seq,96,81507456,PRJEB36904,SAMEA6586597,46556495,UNIVERSITY OF EXETER,Nassau grouper,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958611,SAMEA6586597,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-11-11T11:01:00Z,1,SAMEA6586597,AN163,Epinephelus striatus,ERP120163,AN163,24.52885,-77.701774
ERR3950807,RAD-Seq,96,123859968,PRJEB36904,SAMEA6586598,78067991,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958612,SAMEA6586598,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:27:00Z,1,SAMEA6586598,AN175,Epinephelus striatus,ERP120163,AN175,24.52885,-77.701774
ERR3950808,RAD-Seq,96,65180640,PRJEB36904,SAMEA6586599,40264180,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958613,SAMEA6586599,Bahamas,North America,Bahamas,Andros,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:07:00Z,1,SAMEA6586599,AN192,Epinephelus striatus,ERP120163,AN192,24.52885,-77.701774
ERR3950809,RAD-Seq,96,113399328,PRJEB36904,SAMEA6586600,70364056,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958614,SAMEA6586600,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:07:00Z,1,SAMEA6586600,EL0931,Epinephelus striatus,ERP120163,EL0931,25.213777,-76.119112
ERR3950810,RAD-Seq,96,69993504,PRJEB36904,SAMEA6586601,43418485,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958615,SAMEA6586601,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:08:00Z,1,SAMEA6586601,EL0976,Epinephelus striatus,ERP120163,EL0976,25.213777,-76.119112
ERR3950811,RAD-Seq,96,134721312,PRJEB36904,SAMEA6586602,83584249,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958616,SAMEA6586602,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586602,EL0977,Epinephelus striatus,ERP120163,EL0977,25.213777,-76.119112
ERR3950812,RAD-Seq,96,154879776,PRJEB36904,SAMEA6586603,100468017,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958617,SAMEA6586603,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:08:00Z,1,SAMEA6586603,EL0982,Epinephelus striatus,ERP120163,EL0982,25.213777,-76.119112
ERR3950813,RAD-Seq,96,68682624,PRJEB36904,SAMEA6586604,42377754,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958618,SAMEA6586604,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:08:00Z,1,SAMEA6586604,EL0984,Epinephelus striatus,ERP120163,EL0984,25.213777,-76.119112
ERR3950814,RAD-Seq,96,143424480,PRJEB36904,SAMEA6586605,89279764,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958619,SAMEA6586605,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586605,EL0989,Epinephelus striatus,ERP120163,EL0989,25.213777,-76.119112
ERR3950815,RAD-Seq,96,137885376,PRJEB36904,SAMEA6586606,85485349,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958620,SAMEA6586606,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586606,EL0990,Epinephelus striatus,ERP120163,EL0990,25.213777,-76.119112
ERR3950816,RAD-Seq,96,144055200,PRJEB36904,SAMEA6586607,89649319,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958621,SAMEA6586607,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586607,EL0991,Epinephelus striatus,ERP120163,EL0991,25.213777,-76.119112
ERR3950817,RAD-Seq,96,98666400,PRJEB36904,SAMEA6586608,61468999,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958622,SAMEA6586608,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586608,EL0993,Epinephelus striatus,ERP120163,EL0993,25.213777,-76.119112
ERR3950818,RAD-Seq,96,150105696,PRJEB36904,SAMEA6586609,93926245,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958623,SAMEA6586609,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586609,EL0997,Epinephelus striatus,ERP120163,EL0997,25.213777,-76.119112
ERR3950819,RAD-Seq,96,218664768,PRJEB36904,SAMEA6586610,136524720,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958624,SAMEA6586610,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586610,EL0999,Epinephelus striatus,ERP120163,EL0999,25.213777,-76.119112
ERR3950820,RAD-Seq,96,36502464,PRJEB36904,SAMEA6586611,22741889,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958625,SAMEA6586611,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:28:00Z,1,SAMEA6586611,EL1000,Epinephelus striatus,ERP120163,EL1000,25.213777,-76.119112
ERR3950821,RAD-Seq,96,84320832,PRJEB36904,SAMEA6586612,52238001,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958626,SAMEA6586612,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:29:00Z,1,SAMEA6586612,EL11,Epinephelus striatus,ERP120163,EL11,25.213777,-76.119112
ERR3950822,RAD-Seq,96,67734720,PRJEB36904,SAMEA6586613,41817441,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958627,SAMEA6586613,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:08:00Z,1,SAMEA6586613,EL3,Epinephelus striatus,ERP120163,EL3,25.213777,-76.119112
ERR3950823,RAD-Seq,96,119500320,PRJEB36904,SAMEA6586614,73850336,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958628,SAMEA6586614,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:29:00Z,1,SAMEA6586614,EL4,Epinephelus striatus,ERP120163,EL4,25.213777,-76.119112
ERR3950824,RAD-Seq,96,93439872,PRJEB36904,SAMEA6586615,57981708,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958629,SAMEA6586615,Bahamas,North America,Bahamas,Eleuthera,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-06-18T00:29:00Z,1,SAMEA6586615,ELJV1,Epinephelus striatus,ERP120163,ELJV1,25.213777,-76.119112
ERR3950825,RAD-Seq,96,162236064,PRJEB36904,SAMEA6586616,101083636,UNIVERSITY OF EXETER,Nassau grouper,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",26/02/2020,2020-02-26T17:08:16Z,25/02/2020,2020-02-24T19:36:03Z,ERX3958630,SAMEA6586616,Bahamas,North America,Bahamas,Exuma,UNIVERSITY OF EXETER,2020-02-26T17:08:16Z,2020-02-24T19:36:03Z,public,Illumina HiSeq 2500,unspecified,SINGLE,PCR,GENOMIC,Epinephelus striatus,ILLUMINA,2020-02-28T00:00:00Z,2020-09-10T21:09:00Z,1,SAMEA6586616,EX0501,Epinephelus striatus,ERP120163,EX0501,24.013479,-76.246584
