Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,collection_site_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,habitat_type,Instrument,isolate,latitude,Library Name,LibraryLayout,LibrarySelection,LibrarySource,longitude,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,standard_length_mm,tissue,create_date,version,total_length_mm
SRR8354524,RAD-Seq,90,101767230,PRJNA510810,SAMN10616247,Model organism or animal,65087702,OREGON STATE UNIVERSITY,25/08/2013,Cozumel Marine Park,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Mexico (2013),SRX5165369,Hard Bottom,Illumina HiSeq 2500,Mex13-12,20.454654,EKB_416_SbfI,SINGLE,Reduced Representation,GENOMIC,-86.99218,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_416,female,SRP173940,242,muscle,2018-12-19T14:02:00Z,1,312
SRR8354525,RAD-Seq,90,116737470,PRJNA510810,SAMN10616246,Model organism or animal,74940910,OREGON STATE UNIVERSITY,25/08/2013,Cozumel Marine Park,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Mexico (2013),SRX5165368,Hard Bottom,Illumina HiSeq 2500,Mex13-11,20.454654,EKB_415_SbfI,SINGLE,Reduced Representation,GENOMIC,-86.99218,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_415,male,SRP173940,260,muscle,2018-12-19T14:02:00Z,1,
SRR8354526,RAD-Seq,90,130281480,PRJNA510810,SAMN10616245,Model organism or animal,83340468,OREGON STATE UNIVERSITY,25/08/2013,Cozumel Marine Park,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Mexico (2013),SRX5165367,Hard Bottom,Illumina HiSeq 2500,Mex13-8,20.454654,EKB_412_SbfI,SINGLE,Reduced Representation,GENOMIC,-86.99218,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_412,male,SRP173940,255,muscle,2018-12-19T14:02:00Z,1,340
SRR8354527,RAD-Seq,90,159432300,PRJNA510810,SAMN10616235,Model organism or animal,101231213,OREGON STATE UNIVERSITY,29/07/2012,English Reef,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165366,Coral Reef,Illumina HiSeq 2500,Jam13_16,,EKB_477_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_477,male,SRP173940,228,muscle,2018-12-19T14:03:00Z,1,307
SRR8354528,RAD-Seq,90,143289720,PRJNA510810,SAMN10616236,Model organism or animal,92166174,OREGON STATE UNIVERSITY,29/07/2012,English Reef,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165365,Coral Reef,Illumina HiSeq 2500,Jam13_17,,EKB_478_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_478,male,SRP173940,226,muscle,2018-12-19T14:02:00Z,1,306
SRR8354529,RAD-Seq,90,148123980,PRJNA510810,SAMN10616237,Model organism or animal,95989702,OREGON STATE UNIVERSITY,13/07/2014,East Fore Reef,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165364,Coral Reef,Illumina HiSeq 2500,Jam13_18,,EKB_479_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_479,male,SRP173940,227,muscle,2018-12-19T14:02:00Z,1,305
SRR8354530,RAD-Seq,90,168808500,PRJNA510810,SAMN10616238,Model organism or animal,109666308,OREGON STATE UNIVERSITY,26/07/2012,Fish Pot (Bluefields),public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165363,Coral Reef,Illumina HiSeq 2500,Jam13_19,,EKB_480_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_480,male,SRP173940,267,muscle,2018-12-19T14:02:00Z,1,364
SRR8354531,RAD-Seq,90,183728430,PRJNA510810,SAMN10616239,Model organism or animal,118127822,OREGON STATE UNIVERSITY,17/07/2012,Dairy Bull,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165362,Coral Reef,Illumina HiSeq 2500,Jam13_22,,EKB_483_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_483,male,SRP173940,231,muscle,2018-12-19T14:02:00Z,1,311
SRR8354532,RAD-Seq,90,127674900,PRJNA510810,SAMN10616240,Model organism or animal,83234603,OREGON STATE UNIVERSITY,29/07/2012,English Reef,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165361,Coral Reef,Illumina HiSeq 2500,Jam13_23,,EKB_484_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_484,male,SRP173940,212,muscle,2018-12-19T14:02:00Z,1,284
SRR8354533,RAD-Seq,90,118235430,PRJNA510810,SAMN10616254,Model organism or animal,76280915,OREGON STATE UNIVERSITY,12/05/2013,I1-1,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,USVI (2013),SRX5165360,Fringing Reef,Illumina HiSeq 2500,USVI_8,17.78241,EKB_368_SbfI,SINGLE,Reduced Representation,GENOMIC,-64.6147,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_368,male,SRP173940,219,fin clip,2018-12-19T14:02:00Z,1,NA
SRR8354534,RAD-Seq,90,107899650,PRJNA510810,SAMN10616253,Model organism or animal,69485925,OREGON STATE UNIVERSITY,11/05/2013,I2-6,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,USVI (2013),SRX5165359,Fringing Reef,Illumina HiSeq 2500,USVI_7,17.7834,EKB_367_SbfI,SINGLE,Reduced Representation,GENOMIC,-64.6147,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_367,female,SRP173940,271,fin clip,2018-12-19T14:02:00Z,1,NA
SRR8354535,RAD-Seq,90,106341840,PRJNA510810,SAMN10616174,Model organism or animal,68164783,OREGON STATE UNIVERSITY,21/10/2013,"LC SPAG, Little Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165358,Wall Patch,Illumina HiSeq 2500,CAY13_02,19.6519,EKB_506_SbfI,SINGLE,Reduced Representation,GENOMIC,-80.10772,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_506,not determined,SRP173940,192,muscle,2018-12-19T14:02:00Z,1,255
SRR8354536,RAD-Seq,90,115079670,PRJNA510810,SAMN10616173,Model organism or animal,74374079,OREGON STATE UNIVERSITY,26/10/2013,"Goliath, Bacalar Chico Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165357,Spur and Groove,Illumina HiSeq 2500,Bel13_18,18.1558,EKB_528_SbfI,SINGLE,Reduced Representation,GENOMIC,-87.82124,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_528,female,SRP173940,227,muscle,2018-12-19T14:02:00Z,1,295
SRR8354537,RAD-Seq,90,108158580,PRJNA510810,SAMN10616170,Model organism or animal,69668485,OREGON STATE UNIVERSITY,26/10/2013,"Goliath, Bacalar Chico Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165356,Spur and Groove,Illumina HiSeq 2500,Bel13_26,18.1558,EKB_619_SbfI,SINGLE,Reduced Representation,GENOMIC,-87.82124,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_619,female,SRP173940,225,muscle,2018-12-19T14:02:00Z,1,295
SRR8354538,RAD-Seq,90,103421790,PRJNA510810,SAMN10616169,Model organism or animal,65856481,OREGON STATE UNIVERSITY,26/10/2013,"Goliath, Bacalar Chico Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165355,Spur and Groove,Illumina HiSeq 2500,Bel13_25,18.1558,EKB_618_SbfI,SINGLE,Reduced Representation,GENOMIC,-87.82124,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_618,male,SRP173940,260,muscle,2018-12-19T14:02:00Z,1,340
SRR8354539,RAD-Seq,90,98392320,PRJNA510810,SAMN10616172,Model organism or animal,63523251,OREGON STATE UNIVERSITY,30/10/2013,"Chub Hole, Bacalar Chico Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165354,Fringing Reef with many crevices,Illumina HiSeq 2500,Bel13_31,18.119658,EKB_624_SbfI,SINGLE,Reduced Representation,GENOMIC,-87.822099,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_624,male,SRP173940,220,muscle,2018-12-19T14:02:00Z,1,300
SRR8354540,RAD-Seq,90,77192280,PRJNA510810,SAMN10616171,Model organism or animal,49695214,OREGON STATE UNIVERSITY,31/10/2013,"Remora's Revenge, Caye Chapel",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165353,Spur and Groove,Illumina HiSeq 2500,Bel13_28,17.66838,EKB_621_SbfI,SINGLE,Reduced Representation,GENOMIC,-88.01385,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_621,female,SRP173940,196,muscle,2018-12-19T14:03:00Z,1,261
SRR8354541,RAD-Seq,90,85571370,PRJNA510810,SAMN10616166,Model organism or animal,55319448,OREGON STATE UNIVERSITY,09/08/2013,"East Snake, PHMR, Honduras Marine Reserve, Belize",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165352,Coral Reef,Illumina HiSeq 2500,Bel13_20,16.207774,EKB_613_SbfI,SINGLE,Reduced Representation,GENOMIC,-88.50805316,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_613,male,SRP173940,264,muscle,2018-12-19T14:02:00Z,1,342
SRR8354542,RAD-Seq,90,83152440,PRJNA510810,SAMN10616165,Model organism or animal,53890647,OREGON STATE UNIVERSITY,30/10/2016,"Chub Hole, Bacalar Chico Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165351,Fringing Reef with many crevices,Illumina HiSeq 2500,Bel13_19,18.119658,EKB_612_SbfI,SINGLE,Reduced Representation,GENOMIC,-87.822099,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_612,female,SRP173940,220,muscle,2018-12-19T14:02:00Z,1,290
SRR8354543,RAD-Seq,90,101680200,PRJNA510810,SAMN10616168,Model organism or animal,67275293,OREGON STATE UNIVERSITY,26/10/2013,"Goliath, Bacalar Chico Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165350,Spur and Groove,Illumina HiSeq 2500,Bel13_24,18.1558,EKB_617_SbfI,SINGLE,Reduced Representation,GENOMIC,-87.82124,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_617,male,SRP173940,240,muscle,2018-12-19T14:02:00Z,1,315
SRR8354544,RAD-Seq,90,84987000,PRJNA510810,SAMN10616167,Model organism or animal,55063065,OREGON STATE UNIVERSITY,30/10/2016,"Chub Hole, Bacalar Chico Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165349,Fringing Reef with many crevices,Illumina HiSeq 2500,Bel13_23,18.119658,EKB_616_SbfI,SINGLE,Reduced Representation,GENOMIC,-87.822099,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_616,male,SRP173940,210,muscle,2018-12-19T14:02:00Z,1,280
SRR8354545,RAD-Seq,90,157108410,PRJNA510810,SAMN10616241,Model organism or animal,100279291,OREGON STATE UNIVERSITY,26/07/2012,Fish Pot (Bluefields),public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165348,Coral Reef,Illumina HiSeq 2500,Jam13_24,,EKB_485_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_485,female,SRP173940,195,muscle,2018-12-19T14:02:00Z,1,265
SRR8354546,RAD-Seq,90,147653190,PRJNA510810,SAMN10616242,Model organism or animal,94532847,OREGON STATE UNIVERSITY,25/08/2013,Cozumel Marine Park,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Mexico (2013),SRX5165347,Hard Bottom,Illumina HiSeq 2500,Mex13-2,20.454654,EKB_406_SbfI,SINGLE,Reduced Representation,GENOMIC,-86.99218,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_406,male,SRP173940,220,muscle,2018-12-19T14:02:00Z,1,302
SRR8354547,RAD-Seq,90,124832070,PRJNA510810,SAMN10616149,Model organism or animal,80388429,OREGON STATE UNIVERSITY,10/10/2013,Ron's Revenge,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165346,Coral Reef,Illumina HiSeq 2500,Bah13-09,24.521313,EKB_452_SbfI,SINGLE,Reduced Representation,GENOMIC,-76.215259,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_452,male,SRP173940,281,muscle,2018-12-19T14:02:00Z,1,362
SRR8354548,RAD-Seq,90,114067800,PRJNA510810,SAMN10616150,Model organism or animal,72901416,OREGON STATE UNIVERSITY,16/10/2013,High rock,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165345,Coral Reef,Illumina HiSeq 2500,Bah13-14,,EKB_457_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_457,male,SRP173940,288,muscle,2018-12-19T14:02:00Z,1,375
SRR8354549,RAD-Seq,90,168367590,PRJNA510810,SAMN10616151,Model organism or animal,110666572,OREGON STATE UNIVERSITY,23/10/2013,barge,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165344,Coral Reef,Illumina HiSeq 2500,Bah13-16,,EKB_459_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_459,male,SRP173940,289,muscle,2018-12-19T14:02:00Z,1,358
SRR8354550,RAD-Seq,90,120653460,PRJNA510810,SAMN10616152,Model organism or animal,78028295,OREGON STATE UNIVERSITY,23/10/2013,barge,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165343,Coral Reef,Illumina HiSeq 2500,Bah13-17,,EKB_460_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_460,male,SRP173940,279,muscle,2018-12-19T14:33:00Z,1,364
SRR8354551,RAD-Seq,90,178459110,PRJNA510810,SAMN10616145,Model organism or animal,113458940,OREGON STATE UNIVERSITY,23/10/2013,barge,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165342,Coral Reef,Illumina HiSeq 2500,Bah13-02,,EKB_445_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_445,male,SRP173940,320,muscle,2018-12-19T14:02:00Z,1,386
SRR8354552,RAD-Seq,90,159263460,PRJNA510810,SAMN10616146,Model organism or animal,102362143,OREGON STATE UNIVERSITY,10/10/2013,Ron's Revenge,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165341,Coral Reef,Illumina HiSeq 2500,Bah13-03,24.521313,EKB_446_SbfI,SINGLE,Reduced Representation,GENOMIC,-76.215259,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_446,male,SRP173940,278,muscle,2018-12-19T14:02:00Z,1,346
SRR8354553,RAD-Seq,90,133942680,PRJNA510810,SAMN10616147,Model organism or animal,85485626,OREGON STATE UNIVERSITY,23/10/2013,barge,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165340,Coral Reef,Illumina HiSeq 2500,Bah13-04,,EKB_447_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_447,male,SRP173940,280,muscle,2018-12-19T14:02:00Z,1,370
SRR8354554,RAD-Seq,90,134113410,PRJNA510810,SAMN10616148,Model organism or animal,86397580,OREGON STATE UNIVERSITY,02/10/2013,Tunnel Rock,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165339,Coral Reef,Illumina HiSeq 2500,Bah13-08,,EKB_451_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_451,female,SRP173940,226,muscle,2018-12-19T14:02:00Z,1,310
SRR8354555,RAD-Seq,90,165407850,PRJNA510810,SAMN10616153,Model organism or animal,108386799,OREGON STATE UNIVERSITY,10/10/2013,Random Reef,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Bahamas (2013),SRX5165338,Coral Reef,Illumina HiSeq 2500,Bah13-18,24.533505,EKB_461_SbfI,SINGLE,Reduced Representation,GENOMIC,-76.241298,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_461,male,SRP173940,225,muscle,2018-12-19T14:02:00Z,1,295
SRR8354556,RAD-Seq,90,114537150,PRJNA510810,SAMN10616154,Model organism or animal,74547263,OREGON STATE UNIVERSITY,09/08/2013,"East Snake, Port Honduras Marine Reserve",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Belize (2013),SRX5165337,Coral Reef,Illumina HiSeq 2500,Bel13_02,16.207774,EKB_489_SbfI,SINGLE,Reduced Representation,GENOMIC,-88.50805316,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_489,female,SRP173940,248,muscle,2018-12-19T14:02:00Z,1,324
SRR8354557,RAD-Seq,90,91644840,PRJNA510810,SAMN10616183,Model organism or animal,58426974,OREGON STATE UNIVERSITY,21/10/2013,"NE Coast, Cayman Brac",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165336,Wall,Illumina HiSeq 2500,CAY13_11,19.74171,EKB_515_SbfI,SINGLE,Reduced Representation,GENOMIC,-79.78287,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_515,not determined,SRP173940,318,muscle,2018-12-19T14:02:00Z,1,412
SRR8354558,RAD-Seq,90,106687710,PRJNA510810,SAMN10616184,Model organism or animal,68475948,OREGON STATE UNIVERSITY,21/10/2013,"NE Coast, Cayman Brac",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165335,Wall,Illumina HiSeq 2500,CAY13_12,19.74171,EKB_516_SbfI,SINGLE,Reduced Representation,GENOMIC,-79.78287,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_516,not determined,SRP173940,238,muscle,2018-12-19T14:02:00Z,1,326
SRR8354559,RAD-Seq,90,106111800,PRJNA510810,SAMN10616181,Model organism or animal,68235767,OREGON STATE UNIVERSITY,13/10/2013,"Pedro Castle, Grand Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165334,Spur and Groove,Illumina HiSeq 2500,CAY13_09,19.26148,EKB_513_SbfI,SINGLE,Reduced Representation,GENOMIC,-81.28001,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_513,not determined,SRP173940,290,muscle,2018-12-19T14:02:00Z,1,384
SRR8354560,RAD-Seq,90,83537280,PRJNA510810,SAMN10616182,Model organism or animal,53795660,OREGON STATE UNIVERSITY,13/10/2013,"Pilot Wrek, Grand Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165333,Wreck,Illumina HiSeq 2500,CAY13_10,19.36749,EKB_514_SbfI,SINGLE,Reduced Representation,GENOMIC,-81.36927,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_514,not determined,SRP173940,230,muscle,2018-12-19T14:02:00Z,1,300
SRR8354561,RAD-Seq,90,125733510,PRJNA510810,SAMN10616179,Model organism or animal,81737570,OREGON STATE UNIVERSITY,12/10/2013,"East of Black Forest, Grand Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165332,Wall,Illumina HiSeq 2500,CAY13_07,19.27234,EKB_511_SbfI,SINGLE,Reduced Representation,GENOMIC,-81.3953,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_511,not determined,SRP173940,NA,muscle,2018-12-19T14:02:00Z,1,282
SRR8354562,RAD-Seq,90,110476800,PRJNA510810,SAMN10616180,Model organism or animal,71190038,OREGON STATE UNIVERSITY,13/10/2013,"Pedro Castle, Grand Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165331,Spur and Groove,Illumina HiSeq 2500,CAY13_08,19.26148,EKB_512_SbfI,SINGLE,Reduced Representation,GENOMIC,-81.28001,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_512,not determined,SRP173940,287,muscle,2018-12-19T14:02:00Z,1,370
SRR8354563,RAD-Seq,90,129126150,PRJNA510810,SAMN10616177,Model organism or animal,83067199,OREGON STATE UNIVERSITY,12/10/2013,"Spotts Beach Mooring, Grand Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165330,Wall,Illumina HiSeq 2500,CAY13_05,19.26862,EKB_509_SbfI,SINGLE,Reduced Representation,GENOMIC,-81.31138,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_509,not determined,SRP173940,315,muscle,2018-12-19T14:02:00Z,1,410
SRR8354564,RAD-Seq,90,113043960,PRJNA510810,SAMN10616178,Model organism or animal,72952061,OREGON STATE UNIVERSITY,12/10/2013,"Pedro Reef, Grand Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165329,Spur and Groove,Illumina HiSeq 2500,CAY13_06,19.26657,EKB_510_SbfI,SINGLE,Reduced Representation,GENOMIC,-81.29439,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_510,not determined,SRP173940,303,muscle,2018-12-19T14:02:00Z,1,--
SRR8354565,RAD-Seq,90,100035810,PRJNA510810,SAMN10616175,Model organism or animal,64034306,OREGON STATE UNIVERSITY,21/10/2013,"LC SPAG, Little Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165328,Wall Patch,Illumina HiSeq 2500,CAY13_03,19.6519,EKB_507_SbfI,SINGLE,Reduced Representation,GENOMIC,-80.10772,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_507,not determined,SRP173940,203,muscle,2018-12-19T14:02:00Z,1,263
SRR8354566,RAD-Seq,90,112704480,PRJNA510810,SAMN10616176,Model organism or animal,72916301,OREGON STATE UNIVERSITY,21/10/2013,"LC SPAG, Little Cayman",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Cayman Islands (2013),SRX5165327,Wall Patch,Illumina HiSeq 2500,CAY13_04,19.6519,EKB_508_SbfI,SINGLE,Reduced Representation,GENOMIC,-80.10772,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_508,not determined,SRP173940,195,muscle,2018-12-19T14:02:00Z,1,263
SRR8354567,RAD-Seq,90,137597490,PRJNA510810,SAMN10616231,Model organism or animal,89095712,OREGON STATE UNIVERSITY,28/07/2012,Fish Pot (Bluefields),public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165326,Coral Reef,Illumina HiSeq 2500,Jam13_11,,EKB_472_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_472,female,SRP173940,194,muscle,2018-12-19T14:02:00Z,1,265
SRR8354568,RAD-Seq,90,163161990,PRJNA510810,SAMN10616194,Model organism or animal,106604227,OREGON STATE UNIVERSITY,12/10/2013,Las Galeras Samana,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165325,Coral Reef,Illumina HiSeq 2500,Dom13_10,19.17474,EKB_538_SbfI,SINGLE,Reduced Representation,GENOMIC,-69.11902,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_538,not determined,SRP173940,330,muscle,2018-12-19T14:03:00Z,1,260
SRR8354569,RAD-Seq,90,102710070,PRJNA510810,SAMN10616193,Model organism or animal,65893430,OREGON STATE UNIVERSITY,12/10/2013,Las Galeras Samana,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165324,Coral Reef,Illumina HiSeq 2500,Dom13_9,19.17474,EKB_537_SbfI,SINGLE,Reduced Representation,GENOMIC,-69.11902,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_537,not determined,SRP173940,370,muscle,2018-12-19T14:02:00Z,1,290
