"Run","age","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center.Name","collected_by","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","ecotype","Experiment","Instrument","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sex","SRA.Study","stud_book_number","tissue","create_date","version","study_book_prefix","Latitude","Longitude","geo_loc_name"
"SRR5489533","not collected","OTHER",90,139472010,"PRJNA385011","SAMN06857642","Model organism or animal",110152891,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772373","Illumina HiSeq 2000","Library3_S14-02","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-02","not determined","SRP105806","S14-02","light organ","2017-05-01T17:30:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489534","not collected","OTHER",90,128889540,"PRJNA385011","SAMN06857641","Model organism or animal",97077703,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772374","Illumina HiSeq 2000","Library4_S14-23","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-23","not determined","SRP105806","S14-23","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489535","not collected","OTHER",90,86221710,"PRJNA385011","SAMN06857640","Model organism or animal",67747070,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772375","Illumina HiSeq 2000","Library4_S14-22","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-22","not determined","SRP105806","S14-22","light organ","2017-05-01T17:30:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489536","not collected","OTHER",90,169763310,"PRJNA385011","SAMN06857639","Model organism or animal",132351215,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772376","Illumina HiSeq 2000","Library4_S14-21","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-21","not determined","SRP105806","S14-21","light organ","2017-05-01T17:30:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489537","not collected","OTHER",90,170035200,"PRJNA385011","SAMN06857638","Model organism or animal",128805534,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772377","Illumina HiSeq 2000","Library4_S14-20","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-20","not determined","SRP105806","S14-20","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489538","not collected","OTHER",90,181145970,"PRJNA385011","SAMN06857637","Model organism or animal",133176077,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772378","Illumina HiSeq 2000","Library4_S14-19","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-19","not determined","SRP105806","S14-19","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489539","not collected","OTHER",90,121612410,"PRJNA385011","SAMN06857636","Model organism or animal",96889843,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772379","Illumina HiSeq 2000","Library4_S14-18","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-18","not determined","SRP105806","S14-18","light organ","2017-05-01T17:30:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489540","not collected","OTHER",90,134840970,"PRJNA385011","SAMN06857635","Model organism or animal",100906778,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772380","Illumina HiSeq 2000","Library4_S14-17","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-17","not determined","SRP105806","S14-17","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489541","not collected","OTHER",90,157137660,"PRJNA385011","SAMN06857634","Model organism or animal",117856802,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772381","Illumina HiSeq 2000","Library4_S14-16","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-16","not determined","SRP105806","S14-16","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489542","not collected","OTHER",90,197416260,"PRJNA385011","SAMN06857633","Model organism or animal",147093399,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772382","Illumina HiSeq 2000","Library4_S14-15","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-15","not determined","SRP105806","S14-15","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489543","not collected","OTHER",90,209292030,"PRJNA385011","SAMN06857632","Model organism or animal",158812498,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772383","Illumina HiSeq 2000","Library4_S14-14","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S14-14","not determined","SRP105806","S14-14","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489548","not collected","OTHER",90,147028230,"PRJNA385011","SAMN06857627","Model organism or animal",125223209,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772388","Illumina HiSeq 2000","Library7_S13-24","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-24","not determined","SRP105806","S13-24","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489552","not collected","OTHER",90,164295810,"PRJNA385011","SAMN06857623","Model organism or animal",136828536,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772392","Illumina HiSeq 2000","Library5_S13-20","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-20","not determined","SRP105806","S13-20","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489554","not collected","OTHER",90,171517050,"PRJNA385011","SAMN06857621","Model organism or animal",142647139,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772394","Illumina HiSeq 2000","Library5_S13-16","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-16","not determined","SRP105806","S13-16","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489560","not collected","OTHER",90,172744200,"PRJNA385011","SAMN06857615","Model organism or animal",142462500,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772400","Illumina HiSeq 2000","Library6_S13-08","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-08","not determined","SRP105806","S13-08","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489562","not collected","OTHER",90,173878650,"PRJNA385011","SAMN06857613","Model organism or animal",144306170,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772402","Illumina HiSeq 2000","Library6_S13-06","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-06","not determined","SRP105806","S13-06","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489563","not collected","OTHER",90,116080290,"PRJNA385011","SAMN06857612","Model organism or animal",97342334,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772403","Illumina HiSeq 2000","Library6_S13-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-04","not determined","SRP105806","S13-04","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489564","not collected","OTHER",90,141873120,"PRJNA385011","SAMN06857611","Model organism or animal",122334616,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772404","Illumina HiSeq 2000","Library7_S13-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-03","not determined","SRP105806","S13-03","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489565","not collected","OTHER",90,188959770,"PRJNA385011","SAMN06857610","Model organism or animal",159508791,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772405","Illumina HiSeq 2000","Library7_S13-01","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S13-01","not determined","SRP105806","S13-01","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489572","not collected","OTHER",90,92359710,"PRJNA385011","SAMN06857603","Model organism or animal",77853858,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772412","Illumina HiSeq 2000","Library6_S12-239","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-239","not determined","SRP105806","S12-239","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489573","not collected","OTHER",90,112499370,"PRJNA385011","SAMN06857602","Model organism or animal",94530585,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772413","Illumina HiSeq 2000","Library6_S12-236","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-236","not determined","SRP105806","S12-236","light organ","2017-05-01T17:32:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489576","not collected","OTHER",90,108268380,"PRJNA385011","SAMN06857599","Model organism or animal",92948735,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772416","Illumina HiSeq 2000","Library7_S12-233","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-233","not determined","SRP105806","S12-233","light organ","2017-05-01T17:32:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489577","not collected","OTHER",90,62453610,"PRJNA385011","SAMN06857598","Model organism or animal",53748753,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772417","Illumina HiSeq 2000","Library5_S12-231","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-231","not determined","SRP105806","S12-231","light organ","2017-05-01T17:31:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489578","not collected","OTHER",90,153226350,"PRJNA385011","SAMN06857597","Model organism or animal",129031790,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772418","Illumina HiSeq 2000","Library7_S12-230","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-230","not determined","SRP105806","S12-230","light organ","2017-05-01T17:32:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489579","not collected","OTHER",90,118210500,"PRJNA385011","SAMN06857596","Model organism or animal",99333003,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772419","Illumina HiSeq 2000","Library5_S12-229","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-229","not determined","SRP105806","S12-229","light organ","2017-05-01T17:32:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489580","not collected","OTHER",90,123243660,"PRJNA385011","SAMN06857595","Model organism or animal",103698125,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772420","Illumina HiSeq 2000","Library5_S12-228","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-228","not determined","SRP105806","S12-228","light organ","2017-05-01T17:32:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489581","not collected","OTHER",90,114630570,"PRJNA385011","SAMN06857594","Model organism or animal",97324100,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772421","Illumina HiSeq 2000","Library7_S12-227","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-227","not determined","SRP105806","S12-227","light organ","2017-05-01T17:32:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489582","not collected","OTHER",90,133380090,"PRJNA385011","SAMN06857593","Model organism or animal",110899852,"UNIVERSITY OF MICHIGAN","Alison Gould",2012,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772422","Illumina HiSeq 2000","Library5_S12-226","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","S12-226","not determined","SRP105806","S12-226","light organ","2017-05-01T17:32:00Z",1,"S",26.6354,127.8658,"Sesoko"
"SRR5489592","not collected","OTHER",90,117092790,"PRJNA385011","SAMN06857583","Model organism or animal",98317475,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772432","Illumina HiSeq 2000","Library6_Ou13-15","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ou13-15","not determined","SRP105806","Ou13-15","light organ","2017-05-01T17:32:00Z",1,"Ou",26.128,127.769,"Ou"
"SRR5489601","not collected","OTHER",90,187915410,"PRJNA385011","SAMN06857574","Model organism or animal",134779411,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772441","Illumina HiSeq 2000","Library2_N13-27","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","N13-27","not determined","SRP105806","N13-27","light organ","2017-05-01T17:32:00Z",1,"N",26.6037,127.9324,"Nago"
"SRR5489602","not collected","OTHER",90,125531910,"PRJNA385011","SAMN06857573","Model organism or animal",88495017,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772442","Illumina HiSeq 2000","Library2_N13-23","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","N13-23","not determined","SRP105806","N13-23","light organ","2017-05-01T17:33:00Z",1,"N",26.6037,127.9324,"Nago"
"SRR5489603","not collected","OTHER",90,177383250,"PRJNA385011","SAMN06857572","Model organism or animal",128051795,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772443","Illumina HiSeq 2000","Library2_N13-22","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","N13-22","not determined","SRP105806","N13-22","light organ","2017-05-01T17:32:00Z",1,"N",26.6037,127.9324,"Nago"
"SRR5489604","not collected","OTHER",90,267220800,"PRJNA385011","SAMN06857571","Model organism or animal",189140389,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772444","Illumina HiSeq 2000","Library2_N13-20","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","N13-20","not determined","SRP105806","N13-20","light organ","2017-05-01T17:33:00Z",1,"N",26.6037,127.9324,"Nago"
"SRR5489605","not collected","OTHER",90,130354920,"PRJNA385011","SAMN06857570","Model organism or animal",92383132,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772445","Illumina HiSeq 2000","Library2_N13-18","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","N13-18","not determined","SRP105806","N13-18","light organ","2017-05-01T17:32:00Z",1,"N",26.6037,127.9324,"Nago"
"SRR5489628","not collected","OTHER",90,215672580,"PRJNA385011","SAMN06857547","Model organism or animal",153666839,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772469","Illumina HiSeq 2000","Library2_M13-22","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-22","not determined","SRP105806","M13-22","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489629","not collected","OTHER",90,78064020,"PRJNA385011","SAMN06857546","Model organism or animal",59573047,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772470","Illumina HiSeq 2000","Library2_M13-17","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-17","not determined","SRP105806","M13-17","light organ","2017-05-01T17:32:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489630","not collected","OTHER",90,62845560,"PRJNA385011","SAMN06857545","Model organism or animal",45400426,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772471","Illumina HiSeq 2000","Library2_M13-16","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-16","not determined","SRP105806","M13-16","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489631","not collected","OTHER",90,198494640,"PRJNA385011","SAMN06857544","Model organism or animal",143640300,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772472","Illumina HiSeq 2000","Library2_M13-13","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-13","not determined","SRP105806","M13-13","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489632","not collected","OTHER",90,63990540,"PRJNA385011","SAMN06857543","Model organism or animal",47581130,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772473","Illumina HiSeq 2000","Library2_M13-10","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-10","not determined","SRP105806","M13-10","light organ","2017-05-01T17:32:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489633","not collected","OTHER",90,267161760,"PRJNA385011","SAMN06857542","Model organism or animal",184053121,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772474","Illumina HiSeq 2000","Library2_M13-09","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-09","not determined","SRP105806","M13-09","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489634","not collected","OTHER",90,64382580,"PRJNA385011","SAMN06857541","Model organism or animal",46247729,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772475","Illumina HiSeq 2000","Library2_M13-08","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-08","not determined","SRP105806","M13-08","light organ","2017-05-01T17:32:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489635","not collected","OTHER",90,140870610,"PRJNA385011","SAMN06857540","Model organism or animal",98327066,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772476","Illumina HiSeq 2000","Library2_M13-07","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-07","not determined","SRP105806","M13-07","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489636","not collected","OTHER",90,134023230,"PRJNA385011","SAMN06857539","Model organism or animal",101363749,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772477","Illumina HiSeq 2000","Library2_M13-06","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-06","not determined","SRP105806","M13-06","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489637","not collected","OTHER",90,68925960,"PRJNA385011","SAMN06857538","Model organism or animal",49332931,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772478","Illumina HiSeq 2000","Library2_M13-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-04","not determined","SRP105806","M13-04","light organ","2017-05-01T17:32:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489638","not collected","OTHER",90,80255250,"PRJNA385011","SAMN06857537","Model organism or animal",58838395,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772479","Illumina HiSeq 2000","Library2_M13-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-03","not determined","SRP105806","M13-03","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489639","not collected","OTHER",90,72954720,"PRJNA385011","SAMN06857536","Model organism or animal",52596279,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772480","Illumina HiSeq 2000","Library2_M13-01","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","M13-01","not determined","SRP105806","M13-01","light organ","2017-05-01T17:33:00Z",1,"M",26.6558,127.8803,"Motobu"
"SRR5489641","not collected","OTHER",90,118846710,"PRJNA385011","SAMN06857534","Model organism or animal",89660081,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772482","Illumina HiSeq 2000","Library3_Ku14-08","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-08","not determined","SRP105806","Ku14-08","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489642","not collected","OTHER",90,141627240,"PRJNA385011","SAMN06857533","Model organism or animal",109149146,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772483","Illumina HiSeq 2000","Library3_Ku14-07","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-07","not determined","SRP105806","Ku14-07","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489643","not collected","OTHER",90,92811330,"PRJNA385011","SAMN06857532","Model organism or animal",70456659,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772484","Illumina HiSeq 2000","Library3_Ku14-05","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-05","not determined","SRP105806","Ku14-05","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
