"Run","age","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center.Name","collected_by","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","ecotype","Experiment","Instrument","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sex","SRA.Study","stud_book_number","tissue","create_date","version","study_book_prefix","Latitude","Longitude","geo_loc_name"
"SRR5489644","not collected","OTHER",90,110641770,"PRJNA385011","SAMN06857531","Model organism or animal",83976775,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772485","Illumina HiSeq 2000","Library3_Ku14-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-04","not determined","SRP105806","Ku14-04","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489645","not collected","OTHER",90,168923520,"PRJNA385011","SAMN06857530","Model organism or animal",131928916,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772486","Illumina HiSeq 2000","Library3_Ku14-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-03","not determined","SRP105806","Ku14-03","light organ","",NA,"Ku",26.3516,126.8201,"Kume"
"SRR5489646","not collected","OTHER",90,65592810,"PRJNA385011","SAMN06857529","Model organism or animal",49750153,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772487","Illumina HiSeq 2000","Library4_Ku14-27","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-27","not determined","SRP105806","Ku14-27","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489647","not collected","OTHER",90,112100760,"PRJNA385011","SAMN06857528","Model organism or animal",90319397,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772488","Illumina HiSeq 2000","Library4_Ku14-26","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-26","not determined","SRP105806","Ku14-26","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489648","not collected","OTHER",90,61282170,"PRJNA385011","SAMN06857527","Model organism or animal",46997044,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772489","Illumina HiSeq 2000","Library4_Ku14-25","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-25","not determined","SRP105806","Ku14-25","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489649","not collected","OTHER",90,190514070,"PRJNA385011","SAMN06857526","Model organism or animal",140785342,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772490","Illumina HiSeq 2000","Library4_Ku14-24","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-24","not determined","SRP105806","Ku14-24","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489650","not collected","OTHER",90,156293910,"PRJNA385011","SAMN06857525","Model organism or animal",121897669,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772491","Illumina HiSeq 2000","Library4_Ku14-23","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-23","not determined","SRP105806","Ku14-23","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489651","not collected","OTHER",90,178488360,"PRJNA385011","SAMN06857524","Model organism or animal",135516795,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772492","Illumina HiSeq 2000","Library4_Ku14-22","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-22","not determined","SRP105806","Ku14-22","light organ","2017-05-01T17:34:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489652","not collected","OTHER",90,81218340,"PRJNA385011","SAMN06857523","Model organism or animal",63838763,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772493","Illumina HiSeq 2000","Library4_Ku14-20","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-20","not determined","SRP105806","Ku14-20","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489653","not collected","OTHER",90,214693560,"PRJNA385011","SAMN06857522","Model organism or animal",158260837,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772494","Illumina HiSeq 2000","Library3_Ku14-01","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-01","not determined","SRP105806","Ku14-01","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489654","not collected","OTHER",90,355626090,"PRJNA385011","SAMN06857521","Model organism or animal",265751732,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772495","Illumina HiSeq 2000","Library4_Ku14-19","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-19","not determined","SRP105806","Ku14-19","light organ","2017-05-01T17:34:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489655","not collected","OTHER",90,146988000,"PRJNA385011","SAMN06857520","Model organism or animal",112578544,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772496","Illumina HiSeq 2000","Library4_Ku14-18","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-18","not determined","SRP105806","Ku14-18","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489656","not collected","OTHER",90,110862810,"PRJNA385011","SAMN06857519","Model organism or animal",82970936,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772497","Illumina HiSeq 2000","Library4_Ku14-17","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-17","not determined","SRP105806","Ku14-17","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489657","not collected","OTHER",90,219191490,"PRJNA385011","SAMN06857518","Model organism or animal",162327468,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772498","Illumina HiSeq 2000","Library4_Ku14-16","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-16","not determined","SRP105806","Ku14-16","light organ","2017-05-01T17:34:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489658","not collected","OTHER",90,111708090,"PRJNA385011","SAMN06857517","Model organism or animal",88130066,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772499","Illumina HiSeq 2000","Library4_Ku14-15","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-15","not determined","SRP105806","Ku14-15","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489659","not collected","OTHER",90,224368650,"PRJNA385011","SAMN06857516","Model organism or animal",164655990,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772500","Illumina HiSeq 2000","Library4_Ku14-14","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-14","not determined","SRP105806","Ku14-14","light organ","2017-05-01T17:34:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489660","not collected","OTHER",90,164661840,"PRJNA385011","SAMN06857515","Model organism or animal",122278575,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772501","Illumina HiSeq 2000","Library3_Ku14-13","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-13","not determined","SRP105806","Ku14-13","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489661","not collected","OTHER",90,176029470,"PRJNA385011","SAMN06857514","Model organism or animal",139500412,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772502","Illumina HiSeq 2000","Library3_Ku14-12","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-12","not determined","SRP105806","Ku14-12","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489662","not collected","OTHER",90,83544210,"PRJNA385011","SAMN06857513","Model organism or animal",62836139,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772503","Illumina HiSeq 2000","Library3_Ku14-11","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-11","not determined","SRP105806","Ku14-11","light organ","2017-05-01T17:33:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489663","not collected","OTHER",90,182915640,"PRJNA385011","SAMN06857512","Model organism or animal",144013350,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772504","Illumina HiSeq 2000","Library3_Ku14-10","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ku14-10","not determined","SRP105806","Ku14-10","light organ","2017-05-01T17:34:00Z",1,"Ku",26.3516,126.8201,"Kume"
"SRR5489664","not collected","OTHER",90,176465250,"PRJNA385011","SAMN06857511","Model organism or animal",129116755,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772505","Illumina HiSeq 2000","Library4_ItH14-09","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-09","not determined","SRP105806","ItH14-09","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489665","not collected","OTHER",90,159166710,"PRJNA385011","SAMN06857510","Model organism or animal",116716414,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772506","Illumina HiSeq 2000","Library4_ItH14-08","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-08","not determined","SRP105806","ItH14-08","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489666","not collected","OTHER",90,118042830,"PRJNA385011","SAMN06857509","Model organism or animal",86400091,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772507","Illumina HiSeq 2000","Library4_ItH14-05","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-05","not determined","SRP105806","ItH14-05","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489667","not collected","OTHER",90,145844370,"PRJNA385011","SAMN06857508","Model organism or animal",109826880,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772508","Illumina HiSeq 2000","Library4_ItH14-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-04","not determined","SRP105806","ItH14-04","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489668","not collected","OTHER",90,168150420,"PRJNA385011","SAMN06857507","Model organism or animal",123217744,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772509","Illumina HiSeq 2000","Library4_ItH14-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-03","not determined","SRP105806","ItH14-03","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489669","not collected","OTHER",90,100675980,"PRJNA385011","SAMN06857506","Model organism or animal",75993418,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772510","Illumina HiSeq 2000","Library3_ItH14-30","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-30","not determined","SRP105806","ItH14-30","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489670","not collected","OTHER",90,153279900,"PRJNA385011","SAMN06857505","Model organism or animal",119229557,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772511","Illumina HiSeq 2000","Library4_ItH14-02","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-02","not determined","SRP105806","ItH14-02","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489671","not collected","OTHER",90,134178390,"PRJNA385011","SAMN06857504","Model organism or animal",103027779,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772512","Illumina HiSeq 2000","Library3_ItH14-29","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-29","not determined","SRP105806","ItH14-29","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489672","not collected","OTHER",90,187980210,"PRJNA385011","SAMN06857503","Model organism or animal",137376044,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772513","Illumina HiSeq 2000","Library3_ItH14-28","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-28","not determined","SRP105806","ItH14-28","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489673","not collected","OTHER",90,154294650,"PRJNA385011","SAMN06857502","Model organism or animal",114300778,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772514","Illumina HiSeq 2000","Library3_ItH14-27","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-27","not determined","SRP105806","ItH14-27","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489674","not collected","OTHER",90,144379620,"PRJNA385011","SAMN06857501","Model organism or animal",106351890,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772515","Illumina HiSeq 2000","Library3_ItH14-26","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-26","not determined","SRP105806","ItH14-26","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489675","not collected","OTHER",90,207644490,"PRJNA385011","SAMN06857500","Model organism or animal",151998917,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772516","Illumina HiSeq 2000","Library3_ItH14-25","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-25","not determined","SRP105806","ItH14-25","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489676","not collected","OTHER",90,139485060,"PRJNA385011","SAMN06857499","Model organism or animal",106928989,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772517","Illumina HiSeq 2000","Library3_ItH14-24","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-24","not determined","SRP105806","ItH14-24","light organ","2017-05-01T17:33:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489689","not collected","OTHER",90,145063170,"PRJNA385011","SAMN06857487","Model organism or animal",105873739,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772529","Illumina HiSeq 2000","Library4_ItH14-13","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH14-13","not determined","SRP105806","ItH14-13","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489695","not collected","OTHER",90,205224210,"PRJNA385011","SAMN06857481","Model organism or animal",170406182,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772535","Illumina HiSeq 2000","Library6_ItH13-28","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-28","not determined","SRP105806","ItH13-28","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489696","not collected","OTHER",90,187401600,"PRJNA385011","SAMN06857480","Model organism or animal",154721998,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772536","Illumina HiSeq 2000","Library5_ItH13-23","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-23","not determined","SRP105806","ItH13-23","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489697","not collected","OTHER",90,85689000,"PRJNA385011","SAMN06857479","Model organism or animal",74394749,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772537","Illumina HiSeq 2000","Library7_ItH13-22","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-22","not determined","SRP105806","ItH13-22","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489698","not collected","OTHER",90,192418020,"PRJNA385011","SAMN06857478","Model organism or animal",159803384,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772538","Illumina HiSeq 2000","Library6_ItH13-21","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-21","not determined","SRP105806","ItH13-21","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489699","not collected","OTHER",90,186486660,"PRJNA385011","SAMN06857477","Model organism or animal",158521933,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772539","Illumina HiSeq 2000","Library7_ItH13-19","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-19","not determined","SRP105806","ItH13-19","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489700","not collected","OTHER",90,146437740,"PRJNA385011","SAMN06857476","Model organism or animal",121499181,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772540","Illumina HiSeq 2000","Library6_ItH13-16","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-16","not determined","SRP105806","ItH13-16","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489702","not collected","OTHER",90,144833130,"PRJNA385011","SAMN06857474","Model organism or animal",120619611,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772542","Illumina HiSeq 2000","Library6_ItH13-09","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-09","not determined","SRP105806","ItH13-09","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489703","not collected","OTHER",90,156826170,"PRJNA385011","SAMN06857473","Model organism or animal",130637993,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772543","Illumina HiSeq 2000","Library5_ItH13-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-04","not determined","SRP105806","ItH13-04","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489704","not collected","OTHER",90,224814150,"PRJNA385011","SAMN06857472","Model organism or animal",189246009,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772544","Illumina HiSeq 2000","Library7_ItH13-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-03","not determined","SRP105806","ItH13-03","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489705","not collected","OTHER",90,155759940,"PRJNA385011","SAMN06857471","Model organism or animal",128737886,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772545","Illumina HiSeq 2000","Library5_ItH13-01","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","ItH13-01","not determined","SRP105806","ItH13-01","light organ","2017-05-01T17:34:00Z",1,"ItH",26.0952,127.6585,"Itoman"
"SRR5489707","not collected","OTHER",90,134270550,"PRJNA385011","SAMN06857469","Model organism or animal",98802673,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772547","Illumina HiSeq 2000","Library4_Ik14-08","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-08","not determined","SRP105806","Ik14-08","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489708","not collected","OTHER",90,102738780,"PRJNA385011","SAMN06857468","Model organism or animal",78768330,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772548","Illumina HiSeq 2000","Library4_Ik14-05","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-05","not determined","SRP105806","Ik14-05","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489709","not collected","OTHER",90,124782660,"PRJNA385011","SAMN06857467","Model organism or animal",95496126,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772549","Illumina HiSeq 2000","Library4_Ik14-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-04","not determined","SRP105806","Ik14-04","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489710","not collected","OTHER",90,123657300,"PRJNA385011","SAMN06857466","Model organism or animal",95623836,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772550","Illumina HiSeq 2000","Library4_Ik14-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-03","not determined","SRP105806","Ik14-03","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
