Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_number,sample_type,sex,SRA Study,store_cond,strain,tissue,create_date,version,specimen_voucher,latitude,longitude
SRR2568113,OTHER,81,35829621,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151466,Model organism or animal,not collected,22629615,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2009-10-07,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309472,Saudi Arabia,Asia,Saudi Arabia: Sumayr,Illumina HiSeq 2000,not collected,17.787 N 41.442 E,site20_Amph_sumP3B1_TGCAT-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site20_Amph_sumP3B1_TGCAT-CAGATC,80,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,17.787,41.442
SRR2568114,OTHER,81,99903537,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151397,Model organism or animal,not collected,59863971,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309473,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1599_AAGGA-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1599_AAGGA-CAGATC,11,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,11.721,43.165
SRR2568115,OTHER,81,53549505,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151467,Model organism or animal,not collected,33923070,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309474,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1723_AACCA-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1723_AACCA-CAGATC,81,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568116,OTHER,81,32092686,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151468,Model organism or animal,not collected,20557851,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309475,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1724_ACACA-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1724_ACACA-CAGATC,82,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568117,OTHER,81,33477705,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151469,Model organism or animal,not collected,21243376,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309476,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1726_AACCA-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1726_AACCA-ACTTGA,83,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568118,OTHER,81,24006780,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151470,Model organism or animal,not collected,15361033,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309477,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1728_ACACA-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1728_ACACA-ACTTGA,84,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568119,OTHER,81,44793648,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151471,Model organism or animal,not collected,28432521,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309478,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1731_AACCA-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1731_AACCA-GATCAG,85,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568120,OTHER,81,34059852,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151472,Model organism or animal,not collected,21827876,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309479,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1737_ACACA-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1737_ACACA-GATCAG,86,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568121,OTHER,81,37481454,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151473,Model organism or animal,not collected,23816192,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309480,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1741_AACCA-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1741_AACCA-TAGCTT,87,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568122,OTHER,81,31913190,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151474,Model organism or animal,not collected,20458401,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309481,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1742_ACACA-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1742_ACACA-TAGCTT,88,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:53:00Z,1,,21.207,37.232
SRR2568123,OTHER,81,36415251,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151475,Model organism or animal,not collected,23305789,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309482,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1748_ACACA-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1748_ACACA-GGCTAC,89,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:52:00Z,1,,21.207,37.232
SRR2568124,OTHER,81,46006947,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151476,Model organism or animal,not collected,29859276,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309483,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1749_AACCA-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1749_AACCA-CTTGTA,90,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:52:00Z,1,,21.207,37.232
SRR2568125,OTHER,81,30110535,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151398,Model organism or animal,not collected,18262486,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309484,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1600_ATGAG-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1600_ATGAG-CAGATC,12,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:52:00Z,1,,11.721,43.165
SRR2568126,OTHER,81,44022366,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151477,Model organism or animal,not collected,28525239,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2013-02-11,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309485,Sudan,Africa,Sudan,Illumina HiSeq 2000,not collected,21.207 N 37.232 E,site21_Amph_Sud1750_ACACA-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site21_Amph_Sud1750_ACACA-CTTGTA,91,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:52:00Z,1,,21.207,37.232
SRR2568127,OTHER,81,20967903,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151478,Model organism or animal,not collected,13137301,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309486,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT10_CGATC-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT10_CGATC-CAGATC,92,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:52:00Z,1,,21.676,38.841
SRR2568128,OTHER,81,49103091,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151479,Model organism or animal,not collected,30761129,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309487,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT11_AATTA-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT11_AATTA-CAGATC,93,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:52:00Z,1,,21.676,38.841
SRR2568129,OTHER,81,79648920,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151480,Model organism or animal,not collected,51367945,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309488,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT13_AATTA-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT13_AATTA-ACTTGA,94,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:52:00Z,1,,21.676,38.841
SRR2568130,OTHER,81,45004815,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151481,Model organism or animal,not collected,30019003,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309489,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT14_CGATC-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT14_CGATC-GATCAG,95,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:55:00Z,1,,21.676,38.841
SRR2568131,OTHER,81,162592758,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151482,Model organism or animal,not collected,106734599,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309490,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT15_AATTA-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT15_AATTA-GATCAG,96,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:56:00Z,1,,21.676,38.841
SRR2568132,OTHER,81,66516309,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151483,Model organism or animal,not collected,44340063,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309491,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT16_CGATC-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT16_CGATC-TAGCTT,97,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:56:00Z,1,,21.676,38.841
SRR2568133,OTHER,81,107082405,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151484,Model organism or animal,not collected,70583909,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309492,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT17_AATTA-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT17_AATTA-TAGCTT,98,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:56:00Z,1,,21.676,38.841
SRR2568134,OTHER,81,40116384,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151485,Model organism or animal,not collected,26575548,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309493,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT18_CGATC-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT18_CGATC-GGCTAC,99,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:55:00Z,1,,21.676,38.841
SRR2568135,OTHER,81,159408000,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151486,Model organism or animal,not collected,104578336,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309494,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT19_AATTA-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT19_AATTA-GGCTAC,100,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:56:00Z,1,,21.676,38.841
