Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_number,sample_type,sex,SRA Study,store_cond,strain,tissue,create_date,version,specimen_voucher,latitude,longitude
SRR2568023,OTHER,81,50049738,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151387,Model organism or animal,not collected,41130401,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Steve Simpson,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309382,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,omanensis_ACAGTC_AACCA,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,omanensis_ACAGTC-AACCA,1,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T16:39:00Z,1,,16.969,55.085
SRR2568024,OTHER,81,55370385,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151388,Model organism or animal,not collected,43539089,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Hugo Harrison,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309383,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,omanensis_ACAGTC_AAGGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,omanensis_ACAGTC-AAGGA,2,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T16:39:00Z,1,,16.969,55.085
SRR2568025,OTHER,81,123846408,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151399,Model organism or animal,not collected,75424574,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309384,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1601_AAGGA-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1601_AAGGA-ACTTGA,13,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:33:00Z,1,,11.721,43.165
SRR2568026,OTHER,81,51675003,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151487,Model organism or animal,not collected,34402583,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309385,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT20_CGATC-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT20_CGATC-CTTGTA,101,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,21.676,38.841
SRR2568027,OTHER,81,150402582,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151488,Model organism or animal,not collected,99447211,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309386,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT21_AATTA-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT21_AATTA-CTTGTA,102,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,21.676,38.841
SRR2568028,OTHER,81,37019511,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151489,Model organism or animal,not collected,23893246,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-01-10,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309387,Saudi Arabia,Asia,Saudi Arabia: Abu Terr,Illumina HiSeq 2000,not collected,21.676 N 38.841 E,site22_Amph_AT24_CGATC-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site22_Amph_AT24_CGATC-ACTTGA,103,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,21.676,38.841
SRR2568029,OTHER,81,46939095,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151490,Model organism or animal,not collected,29456244,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309388,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan16_AACCA-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan16_AACCA-CAGATC,104,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,24.15,37.675
SRR2568030,OTHER,81,47490300,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151491,Model organism or animal,not collected,31355312,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309389,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan17_AACCA-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan17_AACCA-GATCAG,105,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,24.15,37.675
SRR2568031,OTHER,81,28664199,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151492,Model organism or animal,not collected,19109748,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309390,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan18_ACACA-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan18_ACACA-GATCAG,106,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,24.15,37.675
SRR2568032,OTHER,81,55269864,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151493,Model organism or animal,not collected,36512292,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309391,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan19_AACCA-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan19_AACCA-TAGCTT,107,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,24.15,37.675
SRR2568033,OTHER,81,27955692,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151494,Model organism or animal,not collected,18696376,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309392,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan20_AACCA-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan20_AACCA-CTTGTA,108,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,24.15,37.675
SRR2568034,OTHER,81,25070796,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151495,Model organism or animal,not collected,16357059,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309393,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan27_AACCA-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan27_AACCA-ACTTGA,109,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,24.15,37.675
SRR2568035,OTHER,81,28268919,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151496,Model organism or animal,not collected,18890456,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309394,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan32_ACACA-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan32_ACACA-TAGCTT,110,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:31:00Z,1,,24.15,37.675
SRR2568036,OTHER,81,97824753,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151400,Model organism or animal,not collected,60653123,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309395,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1602_ATGAG-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1602_ATGAG-ACTTGA,14,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:32:00Z,1,,11.721,43.165
SRR2568037,OTHER,81,29151171,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151497,Model organism or animal,not collected,19282760,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309396,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan33_AACCA-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan33_AACCA-GGCTAC,111,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,24.15,37.675
SRR2568038,OTHER,81,57763449,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151498,Model organism or animal,not collected,38337881,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309397,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan34_ACACA-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan34_ACACA-GGCTAC,112,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,24.15,37.675
SRR2568039,OTHER,81,53589195,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151499,Model organism or animal,not collected,35947261,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-10-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309398,Saudi Arabia,Asia,Saudi Arabia: Yanbu,Illumina HiSeq 2000,not collected,24.15 N 37.675 E,site23_Amph_Yan36_ACACA-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site23_Amph_Yan36_ACACA-CTTGTA,113,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,24.15,37.675
SRR2568040,OTHER,81,131791374,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151401,Model organism or animal,not collected,82018754,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309399,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1604_AAGGA-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1604_AAGGA-GATCAG,15,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,11.721,43.165
SRR2568041,OTHER,81,106777197,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151402,Model organism or animal,not collected,65395273,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309400,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1605_GCATG-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1605_GCATG-CAGATC,16,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,11.721,43.165
SRR2568042,OTHER,81,35699778,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151403,Model organism or animal,not collected,21962665,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309401,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1610_GCATG-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1610_GCATG-ACTTGA,17,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,11.721,43.165
SRR2568043,OTHER,81,21774258,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151404,Model organism or animal,not collected,14034307,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309402,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1614_AGCTA-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1614_AGCTA-ACTTGA,18,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,11.721,43.165
SRR2568044,OTHER,81,81993870,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151405,Model organism or animal,not collected,52494021,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2012-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309403,Djibouti,Africa,Djibouti,Illumina HiSeq 2000,not collected,11.721 N 43.165 E,site06_Amph_Dij1721_AGCTA-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site06_Amph_Dij1721_AGCTA-CAGATC,19,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,11.721,43.165
SRR2568045,OTHER,81,43051500,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151406,Model organism or animal,not collected,27087033,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309404,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC1_CAACC-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC1_CAACC-CAGATC,20,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,16.618,41.938
SRR2568046,OTHER,81,72303597,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151407,Model organism or animal,not collected,48101863,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309405,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC11_CAACC-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC11_CAACC-CTTGTA,21,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,16.618,41.938
SRR2568047,OTHER,81,88081020,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151408,Model organism or animal,not collected,58571381,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309406,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC12_ACTTC-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC12_ACTTC-CTTGTA,22,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,16.618,41.938
SRR2568048,OTHER,81,35903169,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151389,Model organism or animal,not collected,29059145,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Hugo Harrison,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309407,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,omanensis_ACAGTC_GCATG,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,omanensis_ACAGTC-GCATG,3,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T16:39:00Z,1,,16.969,55.085
SRR2568049,OTHER,81,61412985,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151409,Model organism or animal,not collected,38628403,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309408,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC2_ACTTC-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC2_ACTTC-CAGATC,23,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,,,,16.618,41.938
SRR2568050,OTHER,81,94615290,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151410,Model organism or animal,not collected,61167240,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309409,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC4_ACTTC-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC4_ACTTC-ACTTGA,24,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,16.618,41.938
SRR2568051,OTHER,81,95200839,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151411,Model organism or animal,not collected,62799795,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309410,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC5_CAACC-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC5_CAACC-GATCAG,25,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,16.618,41.938
SRR2568052,OTHER,81,63093897,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151412,Model organism or animal,not collected,41738282,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309411,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC7_CAACC-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC7_CAACC-TAGCTT,26,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:36:00Z,1,,16.618,41.938
SRR2568053,OTHER,81,114728238,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151413,Model organism or animal,not collected,75852870,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2010-11-06,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309412,Saudi Arabia,Asia,Saudi Arabia: Farasan,Illumina HiSeq 2000,not collected,16.618 N 41.938 E,site08_Amph_FarC8_ACTTC-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site08_Amph_FarC8_ACTTC-TAGCTT,27,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:38:00Z,1,,16.618,41.938
